Dstat 0.7.0 CSV output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,,,,,,,,,,,,,,,,,
Host:,server.local,,,,User:,root,,,,,,,,,,,,,,,,,,,,,,,,
Cmdline:,dstat -Tcdilmnprsy --proc-count --output /tmp/dstat_Tcdilmnprsy_proc_server.local_20180317_214611.csv 1 86400,,,,Date:,17 Mar 2018 21:46:11 GMT,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch,total cpu usage,,,,,,dsk/total,,interrupts,,,load avg,,,memory usage,,,,net/total,,procs,,,io/total,,swap,,system,,procs
1521327722.489,1.131,1.131,92.868,4.713,0,0.157,139264,19318272,241,222,185,15.32,17.51,16.67,13997563904,6725632,251245965312,5541830656,11990705,6242928,0,0,32,13,454,0,34357637120,12165,40321,1640
1521327723.489,13.086,15.98,67.159,3.177,0,0.598,222572544,11245568,791,959,453,15.32,17.51,16.67,14007332864,6725632,251470553088,5307473920,76074262,71601750,13,0,607,876,545,0,34357637120,43934,101996,1857
1521327724.489,18.317,18.001,61.538,0.032,0,2.112,0,8039936,1958,1952,1485,15.32,17.51,16.67,16198410240,6725632,251471527936,3115421696,118997385,96056271,4,0,1574,0,117,0,34357637120,92385,136621,2622
1521327725.489,5.98,5.792,87.598,0.063,0,0.567,499712,25381376,696,730,569,14.81,17.37,16.63,16598130688,6725632,251472719872,2714509312,23494401,12405594,23,1,171,4,945,0,34357637120,40028,92992,2704
1521327726.489,18.913,17.387,60.68,1.24,0,1.78,6074368,82943488,1818,1929,1463,14.81,17.37,16.63,17241227264,6725632,251480829952,2063302656,63906764,55269457,10,3,331,120,1217,0,34357637120,88663,213098,2814
1521327727.489,37.895,15.392,34.829,8.944,0,2.939,2301952,73353728,3280,2947,2413,14.81,17.37,16.63,17960861696,6733824,251485290496,1339199488,101799798,114430596,19,4,82,44,2733,0,34357637120,141881,201925,2808
1521327728.489,49.082,28.956,15.348,0.633,0,5.981,2654208,52596224,5462,5462,4009,14.81,17.37,16.63,19036094464,6619136,250788999168,960372736,163786993,145010493,52,0,168,71,751,0,34357637120,228553,301771,2824
1521327729.489,52.78,18.193,19.109,5.243,0.032,4.643,117149696,16990208,3810,4342,2693,14.81,17.37,16.63,18594000896,6619136,250899832832,1291632640,183735100,160600849,74,3,115,1825,557,0,34357637120,170631,239447,2736
1521327730.489,43.612,14.137,36.812,0.633,0,4.807,13533184,23961600,4019,4695,3221,14.26,17.21,16.58,17795350528,6619136,250913865728,2076250112,234750599,264081560,20,0,112,217,1027,0,34357637120,170198,201508,2671
1521327731.488,25.071,19.193,46.012,7.086,0,2.637,36864,42986496,2659,3150,1995,14.26,17.21,16.58,18099920896,6619136,250917883904,1767661568,104334033,87886835,0,4,432,5,2871,0,34357637120,124900,249906,2823
1521327732.489,17.389,26.336,46.791,6.323,0,3.162,49127424,48853504,3120,3101,2418,14.26,17.21,16.58,19165519872,6619136,250974543872,645402624,112341630,73581204,115,5,64,223,870,0,34357637120,133247,323476,2855
1521327733.489,27.987,33.154,28.748,5.483,0.032,4.596,123703296,49230336,4448,4300,3522,14.26,17.21,16.58,19690557440,6545408,250036985856,1057996800,149132687,133900777,20,22,104,1418,658,0,34357637120,184100,397340,2791
1521327734.489,18.109,14.863,54.933,10.28,0,1.814,170864640,19476992,2102,2078,1664,14.26,17.21,16.58,19518062592,6545408,250199924736,1067552768,74279058,50419064,7,1,32,2064,261,0,34357637120,102211,266349,2623
1521327735.489,17.13,19.975,61.03,0.126,0,1.738,4288512,16363008,1706,1948,1400,13.2,16.94,16.5,17179840512,6545408,250206601216,3399098368,83735051,70127388,3,0,48,49,549,0,34357637120,90995,172586,1943
1521327736.489,13.023,15.304,63.245,7.383,0,1.046,28016640,57072128,1279,1220,964,13.2,16.94,16.5,15848218624,6545408,250239045632,4698275840,71282318,52102264,17,5,112,422,1707,0,34357637120,60830,172823,1855
1521327737.489,7.807,7.491,68.3,14.57,0,1.833,26984448,62336512,1755,1680,1262,13.2,16.94,16.5,15846891520,6545408,250270154752,4668493824,128965191,190001892,2,3,176,511,1561,0,34357637120,72735,119984,1903
1521327738.489,19.69,7.502,67.521,3.292,0,1.994,69431296,27082240,1548,1996,1137,13.2,16.94,16.5,15537827840,6553600,250471706624,4775997440,273296742,296585305,10,0,224,571,197,0,34357637120,84370,124553,1999
1521327739.489,8.051,17.274,71.981,0.729,0,1.965,7278592,125695488,2598,2508,2206,13.2,16.94,16.5,16119205888,6553600,250481401856,4184924160,32438600,30501957,3,0,80,149,556,0,34357637120,103569,274298,2031
1521327740.489,20.811,38.133,38.51,0.157,0.031,2.358,6373376,24620032,2567,2361,1851,17.99,17.87,16.8,17382789120,6553600,250502975488,2899767296,134838468,171818560,57,0,32,66,604,0,34357637120,113268,296639,1935
1521327741.489,43.42,21.17,31.341,0.572,0,3.497,36638720,16516608,3876,3808,2534,17.99,17.87,16.8,17768521728,6553600,250560131072,2456879104,154195330,372415396,6,0,32,282,706,0,34357637120,140701,246897,1895
1521327742.488,20.096,18.786,58.275,0.319,0,2.524,16384,37289472,2405,2796,2352,17.99,17.87,16.8,16946483200,6553600,250569793536,3269255168,97558179,159697123,57,0,0,4,822,0,34357637120,123643,228924,1807
1521327743.489,35.958,19.509,38.412,0.032,0,6.089,2490368,402432,6048,5363,4620,17.99,17.87,16.8,17093767168,6553600,250810122240,2881642496,570722134,612518339,19,0,9,27,13,0,34357637120,224775,259957,1773
1521327744.489,28.198,12.153,53.557,1.276,0,4.817,39518208,5531136,4235,4061,3330,17.99,17.87,16.8,17081589760,6561792,251316416512,2387517440,474024099,525515298,10,7,231,178,302,0,34357637120,175366,184528,1847
1521327745.489,14.777,8.81,73.129,2.431,0,0.853,158617600,13591040,1199,1686,881,17.83,17.84,16.79,17182420992,6561792,251217690624,2385412096,151479261,152508813,5,0,115,618,506,0,34357637120,58150,111460,1907
1521327746.489,13.796,23.311,58.611,1.11,0.032,3.14,11214848,42858496,3955,3848,3241,17.83,17.84,16.79,17153097728,6561792,251134308352,2498117632,72171307,65918152,1,1,30,232,555,0,34357637120,155696,401039,1855
1521327747.489,15.29,14.783,67.3,0.665,0,1.963,147456,76079616,2395,2378,1858,17.83,17.84,16.79,16153878528,6561792,251141193728,3490451456,72928039,66972642,0,0,16,7,2072,0,34357637120,96728,224924,1711
1521327748.489,6.955,6.766,85.741,0,0,0.537,0,11735040,553,648,511,17.83,17.84,16.79,15384272896,6561792,251142594560,4258656256,29938737,19984234,2,0,16,0,690,0,34357637120,32365,94972,1623
1521327749.489,9.814,10.695,78.861,0.031,0,0.598,0,6396928,670,691,433,17.83,17.84,16.79,15095132160,6561792,251009675264,4680716288,59145904,92099923,12,0,208,0,400,0,34357637120,37420,81969,1695
1521327750.489,9.131,5.605,84.351,0,0,0.913,0,16057856,911,1045,542,16.64,17.59,16.72,14980182016,6569984,250913419264,4891914240,114650359,159216438,2,0,162,0,224,0,34357637120,38284,40257,1755
1521327751.489,10.555,27.29,59.715,0.095,0,2.345,532480,54018560,2856,2620,2401,16.64,17.59,16.72,15644643328,6569984,250918244352,4222627840,49514698,30431738,28,1,98,18,370,0,34357637120,118370,325899,1763
1521327752.489,23.466,19.936,43.625,10.938,0,2.035,24858624,92553728,2953,3060,2418,16.64,17.59,16.72,14722707456,6569984,250876313600,5186494464,87204952,58131095,0,13,76,212,1984,0,34357637120,125741,283589,1689
1521327753.489,5.109,7.789,70.041,16.493,0.032,0.536,127787008,15329792,910,797,686,16.64,17.59,16.72,14424858624,6569984,250997231616,5363425280,23001573,38826156,1,3,16,1666,478,0,34357637120,44254,127522,1623
1521327754.489,6.462,13.018,79.642,0.314,0,0.565,4030464,11052544,718,763,575,16.64,17.59,16.72,12928724992,6569984,251002372096,6854418432,34524276,29101609,16,0,43,103,567,0,34357637120,35826,93987,1510
1521327755.489,8.349,5.376,84.82,0.127,0,1.328,163840,1657344,1396,1346,975,15.31,17.3,16.63,12682432512,6569984,251003252736,7099830272,104824072,177364942,2,0,69,5,90,0,34357637120,57759,95019,1503
1521327756.489,3.302,4.057,92.013,0.22,0,0.409,397312,12360704,368,312,272,15.31,17.3,16.63,12574638080,6582272,251001307136,7209558016,30898312,32666810,1,0,252,27,624,0,34357637120,21391,26724,1528
1521327757.489,9.829,15.916,59.702,12.873,0,1.68,3248128,96935936,1886,1934,1627,15.31,17.3,16.63,13254197248,6582272,251006726144,6524579840,41490148,36112929,11,13,490,75,3481,0,34357637120,92103,225008,1632
1521327758.489,17.597,20.228,49.524,10.495,0,2.156,5218304,38240256,2702,2797,2050,15.31,17.3,16.63,13362503680,6582272,251013541888,6409457664,73778410,72188288,1,6,392,88,796,0,34357637120,112354,285798,1610
1521327759.489,12.716,21.413,58.21,6.185,0,1.476,5693440,77047808,1477,1447,1180,15.31,17.3,16.63,13120389120,6582272,250931453952,6733660160,75524792,81675107,46,2,329,109,1862,0,34357637120,76843,179655,1536
1521327760.489,11.798,8.817,67.586,9.134,0,2.664,5599232,37567488,2301,2320,1733,14.16,17.03,16.55,13162618880,6590464,250952732672,6670143488,159944793,199166599,1,1,284,96,677,0,34357637120,93047,122774,1544
1521327761.489,2.513,3.518,82.224,11.495,0,0.251,356352,77343232,125,166,118,14.16,17.03,16.55,13232300032,6598656,250959618048,6593568768,18265695,14190671,1,1,269,22,3774,0,34357637120,22046,21348,1576
1521327762.489,3.272,5.255,83.48,7.646,0,0.346,249856,47558656,536,591,463,14.16,17.03,16.55,13234454528,6598656,250963140608,6587891712,21108111,16926926,1,7,145,6,1239,0,34357637120,31271,60816,1577
1521327763.489,6.444,16.109,66.093,10.635,0,0.719,65536,43994112,904,962,754,14.16,17.03,16.55,14035251200,6598656,250965856256,5784379392,22099026,13023700,14,10,32,2,1161,0,34357637120,49687,102160,1583
1521327764.489,9.726,5.099,72.144,12.465,0,0.567,65536,53216768,888,1023,765,14.16,17.03,16.55,13916528640,6598656,250974920704,5894037504,37132254,22654332,0,2,32,2,1161,0,34357637120,43352,95067,1583
1521327765.489,4.079,17.383,70.505,6.778,0.031,1.224,204800,36813312,1856,1966,1526,17.19,17.61,16.74,14290710528,6598656,250981429248,5513347072,27362078,29427488,23,2,18,8,752,0,34357637120,78708,145572,1592
1521327766.489,1.981,2.956,93.585,0.818,0,0.66,401408,34920448,822,620,864,17.19,17.61,16.74,13787729920,6598656,250983780352,6013976576,24644772,17047616,2,0,64,7,1080,0,34357637120,33971,49511,1592
1521327767.489,2.889,4.301,90.644,1.79,0,0.377,827392,39068672,535,524,432,17.19,17.61,16.74,13551845376,6606848,250985127936,6248505344,10294957,7843649,0,1,144,22,1007,0,34357637120,28478,87432,1608
1521327768.489,8.617,16.54,72.98,0.505,0,1.357,14090240,3463680,1725,1759,1406,17.19,17.61,16.74,13932216320,6606848,250997424128,5855838208,21573928,19096256,21,0,16,241,43,0,34357637120,75694,229753,1602
1521327769.489,12.744,11.861,73.312,0.063,0,2.019,172032,21284352,1833,1828,1311,17.19,17.61,16.74,13456048128,6606848,250995728384,6333702144,109083386,146821460,4,0,197,16,744,0,34357637120,73491,123901,1588
1521327770.489,6.774,6.27,82.987,2.899,0,1.071,3182592,80586752,1156,1158,1024,16.06,17.37,16.66,12990402560,6606848,251000893440,6794182656,56868735,61210749,11,2,118,45,1608,0,34357637120,52427,111500,1578
1521327771.489,6.721,16.409,74.061,1.325,0,1.483,5255168,33035776,2132,2091,1703,16.06,17.37,16.66,13123973120,6606848,251005329408,6656176128,29345960,26681991,16,0,87,42,651,0,34357637120,87025,233213,1577
1521327772.489,13.048,8.667,69.335,7.879,0,1.072,1695744,141300224,1165,1386,974,16.06,17.37,16.66,12958380032,6606848,251011768320,6815330304,82522148,63745508,2,3,54,37,2579,0,34357637120,56511,128172,1552
1521327773.489,16.129,23.794,56.595,0.703,0,2.779,430080,51703296,2609,2675,1589,16.06,17.37,16.66,13981786112,6619136,251012825088,5790855168,280617220,435972668,11,0,138,32,723,0,34357637120,102213,205265,1576
1521327774.489,14.024,13.992,67.31,0.065,0,4.609,196608,5194240,4639,4201,3787,16.06,17.37,16.66,14221676544,6619136,251319271424,5244518400,565532423,663447681,10,0,16,5,257,0,34357637120,175193,271158,1568
1521327775.489,11.282,14.037,70.482,0,0.033,4.165,32768,4421120,3438,3233,3120,14.77,17.08,16.57,14477422592,6619136,251814547456,4493496320,504516851,501304314,4,0,96,1,313,0,34357637120,144699,238806,1616
1521327776.489,10.302,12.5,73.885,0,0,3.314,196608,1503232,2098,2056,1696,14.77,17.08,16.57,14828167168,6619136,252279148544,3678150656,415444276,282629687,6,0,206,4,69,0,34357637120,102167,209172,1720
1521327777.489,8.19,10.766,77.84,0,0.033,3.17,32768,19002880,2095,2036,1867,14.77,17.08,16.57,14885916672,6619136,252599468032,3300081664,398429864,345024035,9,0,34,5,483,0,34357637120,101569,184183,1736
1521327778.489,7.944,10.427,78.12,0.033,0,3.476,892928,9831424,1698,1768,1796,14.77,17.08,16.57,14891208704,6619136,252922142720,2972114944,394242640,280750814,15,0,0,8,367,0,34357637120,87395,166849,1736
1521327779.489,8.914,12.776,74.744,0.033,0,3.533,114688,18059776,2144,2457,2339,14.77,17.08,16.57,14948237312,6627328,253243326464,2593894400,397910236,273996549,6,0,16,5,402,0,34357637120,103756,221154,1736
1521327780.489,8.38,11.075,77.128,0,0.033,3.385,0,808448,2723,2715,1920,13.59,16.8,16.48,14871982080,6627328,253720805376,2192670720,371556751,446927201,7,0,0,0,76,0,34357637120,117061,186888,1728
1521327781.489,12.272,11.554,72.291,0.163,0,3.721,1081344,1317376,5314,4774,4120,13.59,16.8,16.48,14813802496,6627328,253967073280,2004582400,290177714,928669398,2,0,0,13,198,0,34357637120,192868,181793,1720
1521327782.489,9.407,16.805,71.46,0.829,0,1.499,2588672,35548160,1824,1779,1251,13.59,16.8,16.48,14532411392,6627328,254417371136,1835675648,106653405,54658957,24,3,143,58,665,0,34357637120,81315,227078,1755
1521327783.489,30.672,44.304,19.628,2.02,0,3.376,33300480,37466112,3505,3393,2873,13.59,16.8,16.48,16580829184,6627328,252835524608,1369104384,68516842,66363012,41,5,955,408,1053,0,34357637120,159784,239815,2192
1521327784.489,50.503,21.276,22.627,2.514,0,3.08,17391616,48306176,2413,2403,1507,13.59,16.8,16.48,17295335424,6627328,251076837376,2413285376,114425020,128156509,19,1,975,355,1615,0,34357637120,122423,131857,2608
1521327785.489,49.148,16.309,29.022,1.451,0,4.069,1134592,28890624,3143,3281,2186,14.5,16.93,16.53,18150305792,6635520,251079761920,1555382272,156250838,142915253,31,0,562,38,831,0,34357637120,152590,194434,2855
1521327786.489,51.454,14.57,28.129,0.379,0,5.468,3203072,45102592,4420,4666,3004,14.5,16.93,16.53,18351984640,6635520,251087327232,1346138112,215296655,213067696,35,0,85,104,1510,0,34357637120,193613,239362,2856
1521327787.489,44.283,27.494,20.019,2.376,0.032,5.797,4923392,36781568,4705,4912,3747,14.5,16.93,16.53,19259330560,6643712,250786430976,739680256,169706246,148057532,33,0,144,107,1390,0,34357637120,212470,348216,2864
1521327788.489,32.593,28.245,31.355,2.634,0,5.173,20045824,87202816,4457,4658,3900,14.5,16.93,16.53,18927026176,6631424,250642112512,1216315392,146731987,122020407,26,5,122,420,1941,0,34357637120,200635,405212,2766
1521327789.489,33.365,18.376,42.633,0.639,0,4.986,1945600,135821824,3307,3441,3344,14.5,16.93,16.53,18606260224,6631424,250781462528,1397731328,525114872,664652163,20,6,38,35,824,0,34357637120,140345,217870,2736
1521327790.489,15.687,17.213,61.319,0.26,0,5.521,139264,36499456,4555,4516,3905,13.82,16.75,16.47,19104980992,6553600,249477210112,2203340800,597350216,677615112,15,0,208,12,1243,0,34357637120,185385,280277,2832
1521327791.489,12.298,18.27,60.168,4.81,0,4.454,335872,20320768,4359,3235,2928,13.82,16.75,16.47,19850203136,6541312,248975380480,1959960576,442370940,419420886,15,2,352,17,1869,0,34357637120,154861,290709,3008
1521327792.489,8.701,11.635,74.885,1.252,0,3.527,98304,1625600,1785,1670,1405,13.82,16.75,16.47,19874246656,6541312,249449005056,1462292480,437463099,260769748,11,0,32,3,12,0,34357637120,94376,195755,3016
1521327793.489,8.118,11.653,76.072,0,0,4.157,16384,8355840,1813,1766,1419,13.82,16.75,16.47,19644035072,6541312,249770758144,1370750976,392090431,275694642,18,0,64,4,253,0,34357637120,98341,186002,2920
1521327794.489,9.038,15.889,69.637,0,0,5.436,294912,8184320,2427,2126,2024,13.82,16.75,16.47,17939492864,6541312,250068946944,2777104384,372524458,315535721,16,0,0,3,49,0,34357637120,120642,207367,2312
1521327795.488,7.846,10.801,77.413,0.033,0.033,3.874,0,10585088,1877,1603,1739,12.71,16.47,16.38,17717837824,6541312,250384371712,2683334656,389821884,255667045,10,0,0,0,371,0,34357637120,91765,181401,2240
1521327796.489,20.348,11.932,63.657,0.161,0,3.902,73728,4617728,2817,2942,2466,12.71,16.47,16.38,16605380608,6541312,250763321344,3416842240,380796913,444799418,10,0,0,4,163,0,34357637120,124965,207003,2160
1521327797.489,10.01,14.118,71.862,0.163,0,3.847,1986560,3417088,5723,5281,4166,12.71,16.47,16.38,16737222656,6549504,251122864128,2925449216,305942522,924741275,5,1,64,79,99,0,34357637120,199082,202365,2192
1521327798.488,13.799,14.41,69.347,0.064,0,2.38,327680,17574912,3534,3148,2284,12.71,16.47,16.38,16987738112,6549504,251242827776,2554970112,189771672,267703818,55,2,16,6,461,0,34357637120,128748,255413,2184
1521327799.489,28.046,38.293,26.079,1.808,0,5.774,10190848,83589120,5645,5719,4830,12.71,16.47,16.38,17041637376,6549504,251274592256,2469306368,142832588,134570594,18,0,64,179,821,0,34357637120,230807,566263,2072
1521327800.489,23.33,27.794,45.806,0.317,0,2.754,46813184,52664832,2913,2818,2403,13.14,16.5,16.39,16089956352,6549504,251204235264,3491344384,87036128,79195298,16,0,80,365,1438,0,34357637120,127417,270652,1976
1521327801.489,28.273,38.479,27.67,2.789,0.032,2.758,49119232,34978304,3153,3353,2344,13.14,16.5,16.39,16211591168,6549504,248538472448,6035472384,169950245,150180485,52,4,326,677,1086,0,34357637120,132985,269611,2064
1521327802.489,26.389,19.848,48.619,0.953,0,4.192,21172224,18909184,4205,4275,3337,13.14,16.5,16.39,16610258944,6553600,248390328320,5784944640,204617419,194555437,19,0,339,407,349,0,34357637120,168880,287836,2213
1521327803.489,17.842,30.149,46.694,1.803,0,3.512,10326016,61430784,3754,3738,3121,13.14,16.5,16.39,17635074048,6561792,248412110848,4738338816,83375298,71373910,19,14,71,142,1406,0,34357637120,155315,414258,2200
1521327804.489,19.09,24.785,40.789,11.072,0,4.263,16154624,61398016,4421,4156,3473,13.14,16.5,16.39,17295314944,6561792,248424980480,5065228288,82007233,76008124,14,5,32,263,942,0,34357637120,170668,427982,2128
1521327805.489,13.945,18.615,63.501,2.319,0,1.62,3145728,20587008,2019,2165,1681,13.04,16.42,16.37,16621023232,6561792,248431001600,5733498880,83374765,75728333,23,1,29,75,773,0,34357637120,90543,265489,2032
1521327806.49,15.12,30.145,51.073,2.02,0,1.641,32768,48780288,2709,2596,2097,13.04,16.42,16.37,17015091200,6561792,248440868864,5329563648,105798247,65306761,29,3,51,3,1394,0,34357637120,112840,245064,1992
1521327807.489,38.189,25.98,25.056,5.738,0.032,5.005,225976320,17110528,5010,4965,3963,13.04,16.42,16.37,18267922432,6561792,248677355520,3840245760,196436999,199750876,16,6,48,2232,545,0,34357637120,203886,275750,1984
1521327808.489,20.697,17.369,54.834,5.325,0,1.775,128155648,6837760,2123,2215,1588,13.04,16.42,16.37,17119334400,6561792,248795787264,4870402048,76459532,61607615,0,0,32,1881,320,0,34357637120,91107,219474,1888
1521327809.489,13.399,12.826,70.878,1.782,0,1.114,2899968,27440128,1421,1443,1295,13.04,16.42,16.37,17015808000,6569984,248801751040,4967956480,48765363,28547644,14,3,256,49,620,0,34357637120,70370,208562,2000
1521327810.489,21.352,16.846,57.9,0.761,0,3.141,8122368,8053248,3354,3266,2783,15.6,16.9,16.52,17598164992,6569984,248810725376,4376625152,114857182,112079581,11,0,416,138,288,0,34357637120,138811,247758,2184
1521327811.489,14.824,18.15,64.935,0.76,0,1.33,2199552,21921280,1672,1551,1324,15.6,16.9,16.52,16342376448,6569984,248814837760,5628301312,43909606,33926301,24,0,48,53,745,0,34357637120,79726,228514,2096
1521327812.489,21.527,33.472,38.39,1.469,0,5.142,13103104,71498240,5430,5274,4467,15.6,16.9,16.52,16740184064,6569984,248834473984,5210857472,103521769,91387778,28,3,32,260,1372,0,34357637120,210405,527438,2064
1521327813.489,10.678,16.35,68.219,3.39,0,1.362,954368,29094912,1854,1854,1388,15.6,16.9,16.52,15518486528,6569984,248842096640,6424932352,83443261,79615551,10,2,48,29,1540,0,34357637120,78585,218403,1928
1521327814.489,7.095,5.765,84.257,1.742,0,1.14,77824,30833152,1144,1182,818,15.6,16.9,16.52,14703058944,6569984,248777494528,7304962048,131153890,198647159,2,1,96,5,1271,0,34357637120,52136,62902,1895
1521327815.489,4.533,10.009,84.828,0.063,0,0.567,4096,828416,746,791,663,14.35,16.61,16.43,14959345664,6578176,248778936320,7047225344,21012387,18675887,1,0,0,1,63,0,34357637120,41248,92293,1895
1521327816.489,11.861,7.95,78.612,0.568,0,1.009,0,47305216,1260,1343,1035,14.35,16.61,16.43,15005437952,6578176,248780533760,6999535616,34566158,33896616,2,0,246,0,1417,0,34357637120,58013,133872,1988
1521327817.488,20.813,23.101,46.012,7.595,0.032,2.447,11292672,20660736,2918,2902,2333,14.35,16.61,16.43,17102098432,6578176,248794738688,4888670208,67596559,48895336,3,8,38,283,2008,0,34357637120,126760,342674,1997
1521327818.489,3.343,8.105,71.965,16.146,0,0.442,9277440,27149824,695,672,613,14.35,16.61,16.43,16472600576,6578176,248806801408,5506105344,11081110,9992781,1,5,52,169,516,0,34357637120,41285,97331,1983
1521327819.489,1.734,2.46,84.579,11.101,0,0.126,20021248,41742848,278,342,218,14.35,16.61,16.43,16411774976,6578176,248826564608,5547167744,6174572,6639772,1,5,86,431,1153,0,34357637120,20053,49859,2023
1521327820.489,1.102,2.329,86.15,10.293,0,0.126,1253376,51774464,339,349,277,13.68,16.44,16.38,16349085696,6578176,248829812736,5606608896,9039515,6524498,44,14,17,36,970,0,34357637120,21918,50691,2004
1521327821.489,10.714,18.805,55.721,13.464,0,1.296,552960,78051328,1834,2063,1530,13.68,16.44,16.38,15779205120,6586368,248832352256,6173941760,70568274,69968189,52,14,109,20,2234,0,34357637120,81388,215960,1958
1521327822.488,5.175,4.418,62.796,26.254,0,1.357,4112384,94289920,1002,1129,674,13.68,16.44,16.38,15883104256,6586368,248836509696,6065885184,94176524,143033930,1,16,37,91,1981,0,34357637120,46350,68232,1967
1521327823.489,2.014,1.825,70.768,25.079,0,0.315,2379776,71346176,396,393,361,13.68,16.44,16.38,15531708416,6586368,248839823360,6413967360,38747998,57116037,2,4,0,60,1772,0,34357637120,22421,29524,1911
1521327824.489,0.722,0.69,94.791,3.734,0,0.063,286720,51751424,113,108,59,13.68,16.44,16.38,15537729536,6586368,248840478720,6407290880,9809102,14485334,1,1,16,20,2296,0,34357637120,12489,19454,1919
1521327825.489,1.318,2.008,95.544,1.035,0,0.094,8192,40699904,81,809,46,12.99,16.25,16.31,15190409216,6586368,248840790016,6754299904,7885544,20583083,0,0,64,2,1560,0,34357637120,16170,25358,1887
1521327826.489,8.957,3.457,87.146,0.031,0,0.409,20480,23056384,627,873,446,12.99,16.25,16.31,15120420864,6586368,248834850816,6830227456,32959920,33468615,1,0,48,5,734,0,34357637120,30413,67523,1879
1521327827.489,8.297,10.339,80.515,0.031,0,0.817,8192,15794176,691,698,476,12.99,16.25,16.31,14833668096,6594560,248833826816,7117996032,62852767,92290291,11,0,112,2,746,0,34357637120,37287,84302,1879
1521327828.489,6.719,5.016,87.256,0.032,0,0.978,0,10415616,1132,1047,962,12.99,16.25,16.31,14679158784,6594560,248835121152,7271211008,76294503,113228770,2,0,365,0,487,0,34357637120,47531,61193,2047
1521327829.489,4.089,11.073,77.666,6.134,0,1.038,0,62814720,1290,1280,1071,12.99,16.25,16.31,15046209536,6594560,248832700416,6906580992,26010005,19265318,21,2,35,0,1756,0,34357637120,57845,146866,2047
1521327830.489,13.781,27.658,48.313,7.002,0,3.246,385024,78790656,3845,3851,3126,12.27,16.04,16.25,15533514752,6594560,248841768960,6410207232,74238869,64337321,5,3,96,14,1036,0,34357637120,152879,391648,2055
1521327831.489,12.103,9.431,62.842,15.278,0,0.346,4526080,88345600,620,789,422,12.27,16.04,16.25,15863914496,6594560,248846274560,6075301888,33888350,32389565,7,3,113,44,1624,0,34357637120,36291,85752,2103
1521327832.489,30.385,7.991,52.053,8.117,0,1.453,1777664,32458240,1692,2282,1479,12.27,16.04,16.25,16533532672,6594560,248851984384,5399973888,102525769,93667782,9,3,80,8,804,0,34357637120,93957,102051,2127
1521327833.489,36.872,13.555,43.949,2.243,0,3.381,26009600,7551488,3598,4351,2840,12.27,16.04,16.25,16215019520,6602752,248875290624,5695172608,131199855,142676347,16,0,48,165,262,0,34357637120,164302,150586,2055
1521327834.488,37.559,6.386,53.272,0.569,0.032,2.181,16494592,16328192,2195,2827,1612,12.27,16.04,16.25,15803633664,6602752,248891281408,6090567680,174222844,164347264,42,0,80,95,697,0,34357637120,113603,95223,2017
1521327835.489,20.466,9.194,67.79,1.543,0,1.008,24576,56485376,881,1534,809,11.45,15.81,16.17,15580274688,6602752,248892727296,6312480768,119615509,104196474,0,9,32,5,1690,0,34357637120,60659,84701,2015
1521327836.489,27.815,10.785,52.476,6.559,0,2.365,4096,89335296,1462,1710,1533,11.45,15.81,16.17,17166266368,6602752,248973434880,4645781504,317034379,307147870,30,9,64,1,1354,0,34357637120,81150,84526,2047
1521327837.489,12.019,11.765,66.773,8.935,0,0.509,0,93315584,641,1084,795,11.45,15.81,16.17,17149919232,6602752,249017933824,4617629696,97829613,117848249,0,0,16,0,1282,0,34357637120,47409,75417,2041
1521327838.489,9.997,9.965,77.001,1.993,0,1.044,4096,70578688,1109,1105,1041,11.45,15.81,16.17,16584589312,6602752,249022611456,5178281984,38897529,30532714,18,0,96,1,1822,0,34357637120,62212,161540,2031
1521327839.489,55.266,23.137,19.208,0.063,0,2.326,1351680,7745536,1712,1752,1372,11.45,15.81,16.17,20952698880,6610944,249036881920,795893760,314677126,35352315,106,1,16,31,236,0,34357637120,100931,112705,1994
1521327840.489,37.48,21.795,40,0.063,0,0.661,2318336,3730944,777,810,396,10.77,15.6,16.1,21851078656,5738496,244857917440,4077350912,28993280,84704986,4,0,336,37,189,0,34357637120,57300,88453,2135
1521327841.489,5.429,5.746,88.063,0,0,0.762,0,915456,912,1007,766,10.77,15.6,16.1,21827674112,5623808,241336680448,7622107136,93373705,174750663,7,0,0,0,120,0,34357637120,46766,55575,2127
1521327842.489,9.236,9.873,79.108,0.669,0,1.115,2215936,22768128,1572,1591,1412,10.77,15.6,16.1,22448041984,5623808,241339117568,6999302144,42330801,39129354,29,0,173,55,848,0,34357637120,70349,171196,2216
1521327843.489,17.279,20.249,59.789,0.032,0,2.651,53248,64736768,2925,2969,2286,10.77,15.6,16.1,22905614336,5304320,239581138944,8300027904,40043379,46211570,5,0,312,12,1585,0,34357637120,129801,385182,2334
1521327844.489,16.22,23.906,59.024,0.126,0,0.724,208896,21927936,784,828,479,10.77,15.6,16.1,24558563328,4702208,234246049792,11982770176,39949794,61849708,36,0,1644,8,970,0,34357637120,58620,102463,3073
